,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
1294,Bentleigh,3/18 Bleazby St,2,u,725000.0,S,hockingstuart,18/03/2017,13.0,3204.0,2.0,1.0,1.0,677.0,Glen Eira City Council,-37.9173,145.0359,Southern Metropolitan,6795.0
1296,Bentleigh,2/1 Corbie St,3,t,825000.0,S,Buxton,18/03/2017,13.0,3204.0,3.0,2.0,2.0,147.0,Glen Eira City Council,-37.9317,145.0352,Southern Metropolitan,6795.0
1298,Bentleigh,77B Fromer St,3,t,1235000.0,S,Buxton,18/03/2017,13.0,3204.0,3.0,2.0,2.0,0.0,Glen Eira City Council,-37.9289,145.0478,Southern Metropolitan,6795.0
1300,Bentleigh,19 Godfrey St,5,h,1600000.0,VB,Gary,18/06/2016,13.0,3204.0,5.0,3.0,2.0,772.0,Glen Eira City Council,-37.9168,145.04,Southern Metropolitan,6795.0
1301,Bentleigh,5 Luckins Rd,3,h,1165000.0,PI,Buxton,18/06/2016,13.0,3204.0,3.0,1.0,2.0,694.0,Glen Eira City Council,-37.9315,145.0445,Southern Metropolitan,6795.0
1303,Bentleigh,147 Tucker Rd,4,h,1355000.0,S,hockingstuart,18/06/2016,13.0,3204.0,4.0,2.0,3.0,591.0,Glen Eira City Council,-37.9215,145.0505,Southern Metropolitan,6795.0
1304,Bentleigh,13 Wood St,4,h,1910000.0,S,hockingstuart,18/06/2016,13.0,3204.0,4.0,2.0,4.0,736.0,Glen Eira City Council,-37.9224,145.0462,Southern Metropolitan,6795.0
1306,Bentleigh,25 Mitchell St,3,h,1448000.0,S,hockingstuart,19/11/2016,13.0,3204.0,3.0,2.0,3.0,568.0,Glen Eira City Council,-37.9246,145.0383,Southern Metropolitan,6795.0
1309,Bentleigh,1/7 Uonga Rd,2,u,820000.0,S,hockingstuart,19/11/2016,13.0,3204.0,2.0,1.0,3.0,336.0,Glen Eira City Council,-37.929,145.0375,Southern Metropolitan,6795.0
1311,Bentleigh,2 Marquis Rd,3,h,895000.0,S,Buxton,22/05/2016,13.0,3204.0,3.0,1.0,2.0,0.0,Glen Eira City Council,-37.9307,145.0444,Southern Metropolitan,6795.0
1313,Bentleigh,3 Somers St,4,h,1041000.0,S,Woodards,22/05/2016,13.0,3204.0,4.0,2.0,1.0,292.0,Glen Eira City Council,-37.9148,145.0243,Southern Metropolitan,6795.0
1314,Bentleigh,81 Fromer St,4,h,1430000.0,S,hockingstuart,22/08/2016,13.0,3204.0,4.0,2.0,2.0,611.0,Glen Eira City Council,-37.9289,145.0481,Southern Metropolitan,6795.0
1315,Bentleigh,13 Horsley St,2,h,910000.0,S,Buxton,22/08/2016,13.0,3204.0,2.0,1.0,2.0,274.0,Glen Eira City Council,-37.9178,145.0413,Southern Metropolitan,6795.0
1316,Bentleigh,11 Wilson St,4,h,2520000.0,PI,Buxton,22/08/2016,13.0,3204.0,4.0,4.0,2.0,579.0,Glen Eira City Council,-37.9155,145.0243,Southern Metropolitan,6795.0
1318,Bentleigh,68 Mortimore St,3,h,1350000.0,S,C21,24/09/2016,13.0,3204.0,3.0,1.0,1.0,617.0,Glen Eira City Council,-37.9282,145.047,Southern Metropolitan,6795.0
1319,Bentleigh,11/27 Patterson Rd,2,u,635000.0,S,hockingstuart,24/09/2016,13.0,3204.0,2.0,1.0,2.0,118.0,Glen Eira City Council,-37.9245,145.0336,Southern Metropolitan,6795.0
1320,Bentleigh,21 Charlton St,3,h,1280000.0,S,Buxton,25/02/2017,13.0,3204.0,3.0,2.0,4.0,587.0,Glen Eira City Council,-37.9217,145.0315,Southern Metropolitan,6795.0
1321,Bentleigh,43 Godfrey St,5,h,1900000.0,S,Woodards,25/02/2017,13.0,3204.0,5.0,2.0,2.0,567.0,Glen Eira City Council,-37.9144,145.0401,Southern Metropolitan,6795.0
1322,Bentleigh,7 Whitmuir Rd,3,h,1230000.0,S,hockingstuart,25/02/2017,13.0,3204.0,3.0,1.0,2.0,676.0,Glen Eira City Council,-37.9161,145.0284,Southern Metropolitan,6795.0
1323,Bentleigh,20 Wright St,4,h,1150000.0,PI,Buxton,25/02/2017,13.0,3204.0,4.0,2.0,2.0,384.0,Glen Eira City Council,-37.9155,145.0301,Southern Metropolitan,6795.0
1328,Bentleigh,48 Vickery St,4,h,1650000.0,S,Hodges,26/07/2016,13.0,3204.0,3.0,2.0,2.0,570.0,Glen Eira City Council,-37.9139,145.0395,Southern Metropolitan,6795.0
1329,Bentleigh,1a Werona St,2,t,670000.0,PI,Buxton,26/07/2016,13.0,3204.0,2.0,2.0,1.0,123.0,Glen Eira City Council,-37.9307,145.0379,Southern Metropolitan,6795.0
1333,Bentleigh,40 Coates St,2,t,680000.0,PI,Bayside,27/11/2016,13.0,3204.0,2.0,1.0,1.0,83.0,Glen Eira City Council,-37.9259,145.0341,Southern Metropolitan,6795.0
1337,Bentleigh,8B McKittrick Rd,4,t,1320000.0,S,Buxton,27/11/2016,13.0,3204.0,4.0,3.0,3.0,346.0,Glen Eira City Council,-37.9294,145.041,Southern Metropolitan,6795.0
1338,Bentleigh,99 Patterson Rd,4,h,1380000.0,S,C21,27/11/2016,13.0,3204.0,4.0,1.0,2.0,580.0,Glen Eira City Council,-37.9263,145.0422,Southern Metropolitan,6795.0
1340,Bentleigh,17 Smith St,6,h,1900000.0,S,hockingstuart,27/11/2016,13.0,3204.0,6.0,3.0,2.0,708.0,Glen Eira City Council,-37.9181,145.044,Southern Metropolitan,6795.0
1342,Bentleigh,21 Bruce St,3,h,1535000.0,S,Buxton,28/08/2016,13.0,3204.0,2.0,2.0,2.0,572.0,Glen Eira City Council,-37.9148,145.0404,Southern Metropolitan,6795.0
1345,Bentleigh,72 Daley St,4,h,1281000.0,S,hockingstuart,28/08/2016,13.0,3204.0,3.0,1.0,5.0,594.0,Glen Eira City Council,-37.9206,145.0383,Southern Metropolitan,6795.0
1346,Bentleigh,15a Dickens St,3,u,1096000.0,S,C21,28/08/2016,13.0,3204.0,3.0,2.0,2.0,292.0,Glen Eira City Council,-37.9273,145.0324,Southern Metropolitan,6795.0
1347,Bentleigh,22 Hutchinson St,5,h,1385000.0,S,Buxton,28/08/2016,13.0,3204.0,5.0,2.0,2.0,664.0,Glen Eira City Council,-37.9241,145.048,Southern Metropolitan,6795.0
1348,Bentleigh,8/187 Tucker Rd,3,u,517500.0,S,Buxton,28/08/2016,13.0,3204.0,3.0,1.0,1.0,0.0,Glen Eira City Council,-37.9178,145.0511,Southern Metropolitan,6795.0
1349,Bentleigh,63 Tucker Rd,4,t,1245000.0,S,Buxton,28/08/2016,13.0,3204.0,4.0,2.0,2.0,345.0,Glen Eira City Council,-37.9291,145.0491,Southern Metropolitan,6795.0
1351,Bentleigh,5/9 Whitmuir Rd,2,u,503000.0,S,Buxton,28/08/2016,13.0,3204.0,2.0,1.0,1.0,0.0,Glen Eira City Council,-37.9159,145.0285,Southern Metropolitan,6795.0
1352,Bentleigh,11 Wilson St,4,h,2620000.0,S,Buxton,28/08/2016,13.0,3204.0,4.0,4.0,2.0,579.0,Glen Eira City Council,-37.9155,145.0243,Southern Metropolitan,6795.0
1353,Bentleigh,2/1 Marion St,2,u,760000.0,S,Buxton,30/07/2016,13.0,3204.0,2.0,1.0,1.0,192.0,Glen Eira City Council,-37.9193,145.0484,Southern Metropolitan,6795.0
1354,Bentleigh,6/25 Vickery St,2,u,405000.0,S,Gary,30/07/2016,13.0,3204.0,2.0,1.0,1.0,0.0,Glen Eira City Council,-37.9159,145.039,Southern Metropolitan,6795.0
1357,Bentleigh East,18 Mervin St,2,h,1410000.0,S,hockingstuart,3/09/2016,13.9,3165.0,2.0,1.0,2.0,768.0,Glen Eira City Council,-37.9305,145.0547,Southern Metropolitan,10969.0
1360,Bentleigh East,1/69 Purtell St,3,t,760000.0,PI,hockingstuart,3/09/2016,13.9,3165.0,3.0,1.0,2.0,287.0,Glen Eira City Council,-37.9261,145.0566,Southern Metropolitan,10969.0
1361,Bentleigh East,30 Veronica St,2,h,825000.0,S,Buxton,3/09/2016,13.9,3165.0,2.0,2.0,1.0,176.0,Glen Eira City Council,-37.9237,145.0763,Southern Metropolitan,10969.0
1362,Bentleigh East,2a Bessie St,2,u,746000.0,S,hockingstuart,3/12/2016,13.9,3165.0,2.0,1.0,2.0,281.0,Glen Eira City Council,-37.9255,145.0796,Southern Metropolitan,10969.0
1364,Bentleigh East,14a Daphne St,1,u,580000.0,S,Woodards,3/12/2016,13.9,3165.0,1.0,1.0,1.0,105.0,Glen Eira City Council,-37.9181,145.0586,Southern Metropolitan,10969.0
1366,Bentleigh East,19 Denver St,5,h,1275000.0,SP,Buxton,3/12/2016,13.9,3165.0,5.0,2.0,2.0,683.0,Glen Eira City Council,-37.9333,145.0602,Southern Metropolitan,10969.0
1370,Bentleigh East,93 Parkmore Rd,3,h,1206000.0,S,C21,3/12/2016,13.9,3165.0,3.0,1.0,2.0,603.0,Glen Eira City Council,-37.9155,145.0723,Southern Metropolitan,10969.0
1375,Bentleigh East,14B Boronia St,3,t,1115000.0,S,Buxton,4/03/2017,13.9,3165.0,3.0,2.0,2.0,297.0,Glen Eira City Council,-37.9135,145.0774,Southern Metropolitan,10969.0
1376,Bentleigh East,76 Castlewood St,4,h,1190000.0,S,Ray,4/03/2017,13.9,3165.0,4.0,2.0,3.0,591.0,Glen Eira City Council,-37.9166,145.0719,Southern Metropolitan,10969.0
1377,Bentleigh East,38 Edinburgh St,4,h,1270000.0,S,C21,4/03/2017,13.9,3165.0,4.0,2.0,1.0,0.0,Glen Eira City Council,-37.9174,145.0717,Southern Metropolitan,10969.0
1378,Bentleigh East,1/41 Elizabeth St,3,u,1025000.0,S,Woodards,4/03/2017,13.9,3165.0,3.0,2.0,2.0,384.0,Glen Eira City Council,-37.9229,145.0557,Southern Metropolitan,10969.0
1380,Bentleigh East,6/12 Neville St,3,u,740000.0,PI,Hodges,4/03/2017,13.9,3165.0,3.0,2.0,1.0,258.0,Glen Eira City Council,-37.9244,145.0547,Southern Metropolitan,10969.0
1381,Bentleigh East,27 Neville St,4,h,1960000.0,S,hockingstuart,4/03/2017,13.9,3165.0,4.0,2.0,4.0,601.0,Glen Eira City Council,-37.9234,145.0533,Southern Metropolitan,10969.0
1385,Bentleigh East,2/25 Birdwood St,2,u,495000.0,S,Woodards,4/06/2016,13.9,3165.0,2.0,1.0,1.0,76.0,Glen Eira City Council,-37.91,145.0842,Southern Metropolitan,10969.0
1386,Bentleigh East,8a Bray Ct,2,u,570000.0,S,hockingstuart,4/06/2016,13.9,3165.0,2.0,1.0,1.0,145.0,Glen Eira City Council,-37.9193,145.0659,Southern Metropolitan,10969.0
1387,Bentleigh East,24 Brooks St,4,h,1220000.0,S,Hodges,4/06/2016,13.9,3165.0,3.0,2.0,2.0,585.0,Glen Eira City Council,-37.9167,145.0771,Southern Metropolitan,10969.0
1389,Bentleigh East,13 Claronga St,3,h,885000.0,S,C21,4/06/2016,13.9,3165.0,3.0,1.0,2.0,565.0,Glen Eira City Council,-37.9262,145.0808,Southern Metropolitan,10969.0
1390,Bentleigh East,17a Edinburgh St,3,t,830000.0,PI,Buxton,4/06/2016,13.9,3165.0,0.0,2.0,2.0,292.0,Glen Eira City Council,-37.9168,145.069,Southern Metropolitan,10969.0
1391,Bentleigh East,49 Gowrie St,4,h,1137500.0,S,Woodards,4/06/2016,13.9,3165.0,4.0,1.0,2.0,696.0,Glen Eira City Council,-37.9157,145.0802,Southern Metropolitan,10969.0
1392,Bentleigh East,1 Konrad St,4,h,1100000.0,S,Hodges,4/06/2016,13.9,3165.0,4.0,2.0,2.0,633.0,Glen Eira City Council,-37.9272,145.0644,Southern Metropolitan,10969.0
1394,Bentleigh East,19 Kurrajong St,3,h,1040000.0,PI,hockingstuart,6/08/2016,13.9,3165.0,3.0,2.0,2.0,598.0,Glen Eira City Council,-37.9132,145.0782,Southern Metropolitan,10969.0
1395,Bentleigh East,34b Lesden St,4,t,1210000.0,S,hockingstuart,6/08/2016,13.9,3165.0,3.0,3.0,2.0,291.0,Glen Eira City Council,-37.9347,145.0546,Southern Metropolitan,10969.0
1397,Bentleigh East,59 Tambet St,4,t,1160000.0,S,hockingstuart,6/08/2016,13.9,3165.0,3.0,2.0,2.0,321.0,Glen Eira City Council,-37.914,145.0714,Southern Metropolitan,10969.0
1398,Bentleigh East,24 Barrani St,3,h,1215000.0,S,Woodards,7/05/2016,13.9,3165.0,3.0,2.0,3.0,730.0,Glen Eira City Council,-37.9119,145.0705,Southern Metropolitan,10969.0
1399,Bentleigh East,71 Bignell Rd,4,h,1200000.0,S,hockingstuart,7/05/2016,13.9,3165.0,4.0,2.0,2.0,619.0,Glen Eira City Council,-37.9358,145.0688,Southern Metropolitan,10969.0
1400,Bentleigh East,96 Brady Rd,3,h,1050000.0,S,Buxton,7/05/2016,13.9,3165.0,3.0,2.0,2.0,627.0,Glen Eira City Council,-37.9284,145.0668,Southern Metropolitan,10969.0
1401,Bentleigh East,25 Connie St,5,h,950000.0,VB,Woodards,7/05/2016,13.9,3165.0,5.0,2.0,4.0,618.0,Glen Eira City Council,-37.9209,145.0757,Southern Metropolitan,10969.0
1402,Bentleigh East,9/7 Derry St,2,u,380000.0,PI,Buxton,7/05/2016,13.9,3165.0,3.0,2.0,1.0,0.0,Glen Eira City Council,-37.9212,145.0674,Southern Metropolitan,10969.0
1403,Bentleigh East,3/32 Elizabeth St,2,h,689000.0,S,hockingstuart,7/05/2016,13.9,3165.0,2.0,1.0,1.0,169.0,Glen Eira City Council,-37.9232,145.0537,Southern Metropolitan,10969.0
1404,Bentleigh East,33 Molden St,3,h,1400000.0,PI,hockingstuart,7/05/2016,13.9,3165.0,3.0,2.0,2.0,653.0,Glen Eira City Council,-37.9069,145.0568,Southern Metropolitan,10969.0
1405,Bentleigh East,20 Normdale Rd,3,h,965000.0,S,hockingstuart,7/05/2016,13.9,3165.0,3.0,1.0,4.0,574.0,Glen Eira City Council,-37.9309,145.0685,Southern Metropolitan,10969.0
1406,Bentleigh East,38 Northam Rd,3,h,1338000.0,S,Buxton,7/05/2016,13.9,3165.0,3.0,2.0,2.0,610.0,Glen Eira City Council,-37.9231,145.066,Southern Metropolitan,10969.0
1409,Bentleigh East,48a Purtell St,3,t,800000.0,S,Buxton,7/05/2016,13.9,3165.0,3.0,2.0,1.0,353.0,Glen Eira City Council,-37.9262,145.055,Southern Metropolitan,10969.0
1410,Bentleigh East,1/6 Richard St,2,u,651000.0,S,Gary,7/05/2016,13.9,3165.0,2.0,1.0,1.0,265.0,Glen Eira City Council,-37.9223,145.0747,Southern Metropolitan,10969.0
1411,Bentleigh East,12 Rudyard St,3,h,920000.0,PI,Buxton,7/05/2016,13.9,3165.0,3.0,1.0,3.0,583.0,Glen Eira City Council,-37.9272,145.0804,Southern Metropolitan,10969.0
1412,Bentleigh East,3 Veronica St,3,h,1390000.0,S,Buxton,7/05/2016,13.9,3165.0,4.0,2.0,2.0,590.0,Glen Eira City Council,-37.9256,145.0757,Southern Metropolitan,10969.0
1418,Bentleigh East,2/12 Blenheim St,2,u,495000.0,SP,Woodards,8/10/2016,13.9,3165.0,2.0,1.0,1.0,96.0,Glen Eira City Council,-37.9102,145.0709,Southern Metropolitan,10969.0
1420,Bentleigh East,4/19 Gray St,1,u,370000.0,PI,Buxton,8/10/2016,13.9,3165.0,1.0,1.0,1.0,0.0,Glen Eira City Council,-37.9205,145.0528,Southern Metropolitan,10969.0
1421,Bentleigh East,4 Tambet St,3,h,1100000.0,SP,Buxton,8/10/2016,13.9,3165.0,3.0,1.0,2.0,578.0,Glen Eira City Council,-37.9186,145.0709,Southern Metropolitan,10969.0
1423,Bentleigh East,109 Victor Rd,4,h,1100000.0,S,Woodards,8/10/2016,13.9,3165.0,4.0,2.0,4.0,653.0,Glen Eira City Council,-37.9244,145.0792,Southern Metropolitan,10969.0
1424,Bentleigh East,7 Wallace St,3,h,1355000.0,S,Buxton,8/10/2016,13.9,3165.0,0.0,1.0,2.0,818.0,Glen Eira City Council,-37.9241,145.0539,Southern Metropolitan,10969.0
1425,Bentleigh East,21 Wards Gr,4,h,1206000.0,S,Hodges,8/10/2016,13.9,3165.0,4.0,1.0,1.0,636.0,Glen Eira City Council,-37.925,145.0612,Southern Metropolitan,10969.0
1426,Bentleigh East,2/3 Wonga Ct,2,t,486500.0,S,hockingstuart,8/10/2016,13.9,3165.0,2.0,1.0,1.0,0.0,Glen Eira City Council,-37.9082,145.0681,Southern Metropolitan,10969.0
1427,Bentleigh East,26 Boronia St,2,h,1010000.0,S,hockingstuart,10/09/2016,13.9,3165.0,3.0,1.0,1.0,597.0,Glen Eira City Council,-37.9126,145.0776,Southern Metropolitan,10969.0
1430,Bentleigh East,16 Leigh St,3,h,899000.0,S,Buxton,10/09/2016,13.9,3165.0,3.0,1.0,1.0,583.0,Glen Eira City Council,-37.9312,145.0795,Southern Metropolitan,10969.0
1433,Bentleigh East,87 Parkmore Rd,4,h,1415000.0,S,Buxton,10/09/2016,13.9,3165.0,4.0,2.0,2.0,604.0,Glen Eira City Council,-37.9153,145.0707,Southern Metropolitan,10969.0
1434,Bentleigh East,1A Brian St,4,t,1185000.0,S,hockingstuart,10/12/2016,13.9,3165.0,4.0,2.0,2.0,305.0,Glen Eira City Council,-37.9245,145.0507,Southern Metropolitan,10969.0
1435,Bentleigh East,13 Brooks St,4,t,1060000.0,S,Woodards,10/12/2016,13.9,3165.0,4.0,3.0,1.0,313.0,Glen Eira City Council,-37.9164,145.0765,Southern Metropolitan,10969.0
1436,Bentleigh East,4/738 Centre Rd,2,u,716000.0,S,Buxton,10/12/2016,13.9,3165.0,2.0,1.0,2.0,212.0,Glen Eira City Council,-37.9218,145.0607,Southern Metropolitan,10969.0
1439,Bentleigh East,18 May St,3,h,1550000.0,S,Paul,10/12/2016,13.9,3165.0,3.0,1.0,1.0,581.0,Glen Eira City Council,-37.9177,145.0535,Southern Metropolitan,10969.0
1441,Bentleigh East,1098 North Rd,3,h,840000.0,S,Buxton,10/12/2016,13.9,3165.0,3.0,2.0,2.0,697.0,Glen Eira City Council,-37.9092,145.0813,Southern Metropolitan,10969.0
1442,Bentleigh East,106 Parkmore Rd,3,h,1110000.0,S,Woodards,10/12/2016,13.9,3165.0,3.0,1.0,4.0,612.0,Glen Eira City Council,-37.9159,145.0733,Southern Metropolitan,10969.0
1444,Bentleigh East,8 Tambet St,3,h,1106000.0,S,McGrath,10/12/2016,13.9,3165.0,3.0,1.0,2.0,584.0,Glen Eira City Council,-37.9183,145.071,Southern Metropolitan,10969.0
1449,Bentleigh East,41 Bradford St,3,h,845000.0,S,Ray,12/11/2016,13.9,3165.0,3.0,2.0,2.0,295.0,Glen Eira City Council,-37.9239,145.0781,Southern Metropolitan,10969.0
1452,Bentleigh East,2/41 Elizabeth St,3,t,860000.0,VB,Buxton,12/11/2016,13.9,3165.0,3.0,2.0,1.0,254.0,Glen Eira City Council,-37.9227,145.0558,Southern Metropolitan,10969.0
1453,Bentleigh East,40 Kennedy St,3,h,1208000.0,S,Woodards,12/11/2016,13.9,3165.0,3.0,1.0,1.0,747.0,Glen Eira City Council,-37.9198,145.0791,Southern Metropolitan,10969.0
1455,Bentleigh East,5b MacKie Rd,3,t,921000.0,S,Buxton,12/11/2016,13.9,3165.0,3.0,2.0,2.0,167.0,Glen Eira City Council,-37.9219,145.0733,Southern Metropolitan,10969.0
1457,Bentleigh East,13 Norville St,3,h,1165000.0,S,Buxton,12/11/2016,13.9,3165.0,3.0,1.0,1.0,732.0,Glen Eira City Council,-37.9334,145.0667,Southern Metropolitan,10969.0
1458,Bentleigh East,37 Orange St,3,h,1270000.0,S,Buxton,12/11/2016,13.9,3165.0,3.0,1.0,2.0,694.0,Glen Eira City Council,-37.9174,145.0779,Southern Metropolitan,10969.0
1460,Bentleigh East,1/112 Tambet St,2,h,742500.0,S,Woodards,12/11/2016,13.9,3165.0,2.0,1.0,1.0,300.0,Glen Eira City Council,-37.9099,145.0726,Southern Metropolitan,10969.0
1461,Bentleigh East,25 Thornton St,3,h,920000.0,PI,Buxton,12/11/2016,13.9,3165.0,3.0,2.0,2.0,578.0,Glen Eira City Council,-37.9303,145.0805,Southern Metropolitan,10969.0
1465,Bentleigh East,53 Purtell St,3,h,1307000.0,S,Woodards,13/08/2016,13.9,3165.0,3.0,2.0,4.0,684.0,Glen Eira City Council,-37.926,145.0551,Southern Metropolitan,10969.0
1466,Bentleigh East,33 Schulz St,4,h,1010000.0,S,Ray,13/08/2016,13.9,3165.0,4.0,1.0,2.0,658.0,Glen Eira City Council,-37.9343,145.0607,Southern Metropolitan,10969.0
1467,Bentleigh East,12 Tambet St,2,h,702000.0,PI,Buxton,13/08/2016,13.9,3165.0,2.0,1.0,1.0,591.0,Glen Eira City Council,-37.9179,145.071,Southern Metropolitan,10969.0
1468,Bentleigh East,1/93 Tambet St,2,h,813000.0,S,Buxton,13/08/2016,13.9,3165.0,2.0,1.0,1.0,306.0,Glen Eira City Council,-37.9111,145.072,Southern Metropolitan,10969.0
1470,Bentleigh East,2/15 Liverpool St,3,t,805000.0,S,hockingstuart,14/05/2016,13.9,3165.0,3.0,2.0,1.0,268.0,Glen Eira City Council,-37.9196,145.0691,Southern Metropolitan,10969.0
1471,Bentleigh East,47 MacKie Rd,3,h,880000.0,PI,hockingstuart,14/05/2016,13.9,3165.0,2.0,1.0,3.0,660.0,Glen Eira City Council,-37.9173,145.0742,Southern Metropolitan,10969.0
1472,Bentleigh East,23 Yarraburn Cl,4,h,1100000.0,S,Hodges,14/05/2016,13.9,3165.0,4.0,2.0,1.0,274.0,Glen Eira City Council,-37.9257,145.0735,Southern Metropolitan,10969.0
1474,Bentleigh East,14 Vasey St,3,h,1085000.0,S,Woodards,15/10/2016,13.9,3165.0,3.0,2.0,4.0,710.0,Glen Eira City Council,-37.9348,145.0634,Southern Metropolitan,10969.0
1476,Bentleigh East,32a Argyle St,3,t,920000.0,S,Buxton,16/04/2016,13.9,3165.0,3.0,2.0,1.0,343.0,Glen Eira City Council,-37.9112,145.0738,Southern Metropolitan,10969.0
1477,Bentleigh East,12 Barrani St,3,h,1050000.0,S,Woodards,16/04/2016,13.9,3165.0,3.0,1.0,4.0,726.0,Glen Eira City Council,-37.9117,145.0695,Southern Metropolitan,10969.0
1478,Bentleigh East,45 Browns Rd,3,h,1560000.0,S,Woodards,16/04/2016,13.9,3165.0,3.0,1.0,2.0,841.0,Glen Eira City Council,-37.9217,145.056,Southern Metropolitan,10969.0
1480,Bentleigh East,25 Glover St,4,h,800000.0,PI,Hodges,16/04/2016,13.9,3165.0,4.0,2.0,2.0,601.0,Glen Eira City Council,-37.9278,145.081,Southern Metropolitan,10969.0
1481,Bentleigh East,21 Highview Rd,2,h,722000.0,S,Buxton,16/04/2016,13.9,3165.0,2.0,2.0,1.0,201.0,Glen Eira City Council,-37.9293,145.0657,Southern Metropolitan,10969.0
1482,Bentleigh East,18 Normanby Rd,3,h,930000.0,SP,Buxton,16/04/2016,13.9,3165.0,3.0,1.0,2.0,588.0,Glen Eira City Council,-37.9286,145.069,Southern Metropolitan,10969.0
1484,Bentleigh East,93 Tudor St,3,h,921000.0,S,Buxton,16/04/2016,13.9,3165.0,3.0,2.0,1.0,291.0,Glen Eira City Council,-37.919,145.0829,Southern Metropolitan,10969.0
1485,Bentleigh East,23 York St,4,h,1035000.0,PI,First,16/04/2016,13.9,3165.0,3.0,1.0,2.0,610.0,Glen Eira City Council,-37.9193,145.0691,Southern Metropolitan,10969.0
1486,Bentleigh East,2/34 Adrian St,3,u,720000.0,PI,Gary,16/07/2016,13.9,3165.0,3.0,2.0,1.0,228.0,Glen Eira City Council,-37.9329,145.0617,Southern Metropolitan,10969.0
1488,Bentleigh East,20 Elizabeth St,3,h,1185000.0,S,hockingstuart,16/07/2016,13.9,3165.0,3.0,1.0,2.0,618.0,Glen Eira City Council,-37.9228,145.0527,Southern Metropolitan,10969.0
1489,Bentleigh East,7 England St,4,h,1352000.0,S,hockingstuart,16/07/2016,13.9,3165.0,4.0,2.0,2.0,618.0,Glen Eira City Council,-37.9252,145.0562,Southern Metropolitan,10969.0
1490,Bentleigh East,11b Lilac St,4,t,1005000.0,SP,Woodards,16/07/2016,13.9,3165.0,4.0,2.0,2.0,296.0,Glen Eira City Council,-37.9197,145.057,Southern Metropolitan,10969.0
1491,Bentleigh East,53 Molden St,2,u,761000.0,S,Ray,16/07/2016,13.9,3165.0,2.0,1.0,2.0,282.0,Glen Eira City Council,-37.9073,145.0599,Southern Metropolitan,10969.0
1492,Bentleigh East,790 North Rd,5,h,1600000.0,S,Buxton,16/07/2016,13.9,3165.0,4.0,2.0,2.0,659.0,Glen Eira City Council,-37.906,145.0547,Southern Metropolitan,10969.0
1494,Bentleigh East,26 Almurta Rd,3,h,1200000.0,S,hockingstuart,17/09/2016,13.9,3165.0,3.0,1.0,1.0,721.0,Glen Eira City Council,-37.9244,145.0665,Southern Metropolitan,10969.0
1497,Bentleigh East,1/57 Brooks St,3,h,780000.0,PI,Buxton,17/09/2016,13.9,3165.0,3.0,2.0,2.0,421.0,Glen Eira City Council,-37.9168,145.0809,Southern Metropolitan,10969.0
1498,Bentleigh East,48a Celia St,4,t,1250000.0,PI,Buxton,17/09/2016,13.9,3165.0,4.0,2.0,2.0,314.0,Glen Eira City Council,-37.9299,145.0598,Southern Metropolitan,10969.0
1499,Bentleigh East,30 Chauvel St,3,h,750000.0,PI,Buxton,17/09/2016,13.9,3165.0,3.0,2.0,1.0,337.0,Glen Eira City Council,-37.9115,145.0844,Southern Metropolitan,10969.0
1500,Bentleigh East,36 Kennedy St,3,h,1300000.0,S,Woodards,17/09/2016,13.9,3165.0,3.0,1.0,4.0,746.0,Glen Eira City Council,-37.9198,145.0787,Southern Metropolitan,10969.0
1501,Bentleigh East,5 Kennedy St,5,h,1475000.0,S,Woodards,17/09/2016,13.9,3165.0,5.0,2.0,2.0,729.0,Glen Eira City Council,-37.9191,145.075,Southern Metropolitan,10969.0
1502,Bentleigh East,8 Leo St,4,h,1110000.0,S,Buxton,17/09/2016,13.9,3165.0,4.0,2.0,2.0,583.0,Glen Eira City Council,-37.9262,145.0624,Southern Metropolitan,10969.0
1503,Bentleigh East,42 Marlborough St,2,u,835000.0,S,Woodards,17/09/2016,13.9,3165.0,2.0,2.0,1.0,362.0,Glen Eira City Council,-37.9149,145.0676,Southern Metropolitan,10969.0
1504,Bentleigh East,11 Moylan St,4,h,1690000.0,S,Gary,17/09/2016,13.9,3165.0,4.0,2.0,2.0,700.0,Glen Eira City Council,-37.9117,145.0534,Southern Metropolitan,10969.0
1505,Bentleigh East,42 Paloma St,3,u,791000.0,S,Woodards,17/09/2016,13.9,3165.0,3.0,3.0,1.0,391.0,Glen Eira City Council,-37.9149,145.0788,Southern Metropolitan,10969.0
1506,Bentleigh East,601 South Rd,3,h,900000.0,VB,Beller,17/09/2016,13.9,3165.0,3.0,1.0,3.0,780.0,Glen Eira City Council,-37.9347,145.0507,Southern Metropolitan,10969.0
1507,Bentleigh East,1/51 Valkstone St,3,h,1189000.0,S,hockingstuart,17/09/2016,13.9,3165.0,4.0,2.0,2.0,337.0,Glen Eira City Council,-37.9144,145.0582,Southern Metropolitan,10969.0
1508,Bentleigh East,75 Victor Rd,3,t,825000.0,S,hockingstuart,17/09/2016,13.9,3165.0,3.0,1.0,1.0,642.0,Glen Eira City Council,-37.9269,145.0787,Southern Metropolitan,10969.0
1510,Bentleigh East,2/11 Francesco St,3,t,1030000.0,S,Buxton,18/03/2017,13.9,3165.0,3.0,2.0,2.0,327.0,Glen Eira City Council,-37.9195,145.0555,Southern Metropolitan,10969.0
